#Temps  x  y  z  vx  vy  vz  ax  ay  az
199.369000  0.640486  -1.984733  -2.043650  41.154010  -129.546130  -129.272380  3.280000  0.890000  -1.290000
199.370000  0.640488  -1.984733  -2.043651  41.157290  -129.545240  -129.273670  3.280000  0.890000  -1.290000
199.370000  0.640488  -1.984733  -2.043651  41.157290  -129.545240  -129.273670  3.280000  0.890000  -1.290000
199.370000  0.640488  -1.984733  -2.043651  41.157290  -129.545240  -129.273670  3.280000  0.890000  -1.290000
199.371000  0.640490  -1.984732  -2.043651  41.160760  -129.543610  -129.274920  3.470000  1.630000  -1.250000
199.410000  0.643128  -1.983492  -2.044602  41.296090  -129.480040  -129.323670  3.470000  1.630000  -1.250000
199.411000  0.643130  -1.983491  -2.044603  41.299560  -129.478490  -129.324940  3.470000  1.550000  -1.270000
199.429000  0.643692  -1.983240  -2.044808  41.362020  -129.450590  -129.347800  3.470000  1.550000  -1.270000
199.430000  0.643694  -1.983239  -2.044809  41.365490  -129.449040  -129.349070  3.470000  1.550000  -1.270000
199.430000  0.643694  -1.983239  -2.044809  41.365490  -129.449040  -129.349070  3.470000  1.550000  -1.270000
199.459000  0.645153  -1.982588  -2.045343  41.466120  -129.404090  -129.385900  3.470000  1.550000  -1.270000
199.461000  0.645161  -1.982587  -2.045348  41.473860  -129.403050  -129.390960  3.870000  0.520000  -2.530000
199.504000  0.648739  -1.982106  -2.047687  41.640270  -129.380690  -129.499750  3.870000  0.520000  -2.530000
199.505000  0.648741  -1.982106  -2.047688  41.644140  -129.380170  -129.502280  3.870000  0.520000  -2.530000
199.505000  0.648741  -1.982106  -2.047688  41.644140  -129.380170  -129.502280  3.870000  0.520000  -2.530000
199.506000  0.648743  -1.982105  -2.047690  41.648010  -129.379650  -129.504810  3.870000  0.520000  -2.530000
199.506000  0.648743  -1.982105  -2.047690  41.648010  -129.379650  -129.504810  3.400000  2.180000  -2.560000
199.528000  0.649565  -1.981578  -2.048309  41.722810  -129.331690  -129.561130  3.400000  2.180000  -2.560000
199.529000  0.649567  -1.981577  -2.048310  41.726140  -129.329530  -129.563640  3.330000  2.160000  -2.510000
199.547000  0.650107  -1.981227  -2.048717  41.786080  -129.290650  -129.608820  3.330000  2.160000  -2.510000
199.548000  0.650108  -1.981226  -2.048718  41.789410  -129.288490  -129.611330  3.330000  2.160000  -2.510000
199.548000  0.650108  -1.981226  -2.048718  41.789410  -129.288490  -129.611330  3.330000  2.160000  -2.510000
199.567000  0.650709  -1.980836  -2.049171  41.852680  -129.247450  -129.659020  3.330000  2.160000  -2.510000
199.568000  0.650711  -1.980836  -2.049172  41.856170  -129.247510  -129.660220  3.490000  -0.060000  -1.200000
199.609000  0.654115  -1.980676  -2.050374  42.022220  -129.239720  -129.718850  4.050000  0.190000  -1.430000
199.611000  0.654123  -1.980676  -2.050377  42.030320  -129.239340  -129.721710  4.050000  0.190000  -1.430000
199.612000  0.654125  -1.980676  -2.050377  42.034370  -129.239150  -129.723140  4.050000  0.190000  -1.430000
199.613000  0.654127  -1.980676  -2.050378  42.038420  -129.238960  -129.724570  4.050000  0.190000  -1.430000
199.613000  0.654127  -1.980676  -2.050378  42.038420  -129.238960  -129.724570  4.050000  0.190000  -1.430000
199.646000  0.656332  -1.980572  -2.051157  42.172070  -129.232690  -129.771760  4.050000  0.190000  -1.430000
199.647000  0.656334  -1.980572  -2.051157  42.176130  -129.232450  -129.773210  4.060000  0.240000  -1.450000
199.665000  0.656992  -1.980533  -2.051392  42.249210  -129.228130  -129.799310  4.060000  0.240000  -1.450000
199.666000  0.656994  -1.980533  -2.051393  42.253270  -129.227890  -129.800760  4.060000  0.240000  -1.450000
199.666000  0.656994  -1.980533  -2.051393  42.253270  -129.227890  -129.800760  4.060000  0.240000  -1.450000
199.685000  0.657651  -1.980381  -2.051774  42.322430  -129.211930  -129.840850  3.640000  0.840000  -2.110000
199.686000  0.657653  -1.980381  -2.051775  42.326070  -129.211090  -129.842960  3.640000  0.840000  -2.110000
199.724000  0.660281  -1.979775  -2.053298  42.464390  -129.179170  -129.923140  3.640000  0.840000  -2.110000
199.725000  0.660283  -1.979774  -2.053299  42.468030  -129.178330  -129.925250  3.640000  0.840000  -2.110000
199.726000  0.660285  -1.979774  -2.053300  42.471670  -129.177490  -129.927360  3.640000  0.840000  -2.110000
199.726000  0.660285  -1.979774  -2.053300  42.471670  -129.177490  -129.927360  3.640000  0.840000  -2.110000
199.727000  0.660286  -1.979773  -2.053301  42.473670  -129.176170  -129.929190  2.000000  1.320000  -1.830000
199.764000  0.661655  -1.978869  -2.054554  42.547670  -129.127330  -129.996900  2.000000  1.320000  -1.830000
199.765000  0.661656  -1.978869  -2.054555  42.549770  -129.126060  -129.998790  2.100000  1.270000  -1.890000
199.784000  0.662035  -1.978640  -2.054896  42.589670  -129.101930  -130.034700  2.100000  1.270000  -1.890000
199.785000  0.662036  -1.978639  -2.054897  42.591770  -129.100660  -130.036590  2.100000  1.270000  -1.890000
199.785000  0.662036  -1.978639  -2.054897  42.591770  -129.100660  -130.036590  2.100000  1.270000  -1.890000
199.804000  0.662671  -1.978435  -2.055070  42.658650  -129.079190  -130.054830  3.520000  1.130000  -0.960000
199.805000  0.662673  -1.978434  -2.055071  42.662170  -129.078060  -130.055790  3.520000  1.130000  -0.960000
199.843000  0.665215  -1.977619  -2.055764  42.795930  -129.035120  -130.092270  3.520000  1.130000  -0.960000
199.844000  0.665216  -1.977619  -2.055765  42.799820  -129.035360  -130.093690  3.890000  -0.240000  -1.420000
199.845000  0.665218  -1.977619  -2.055765  42.803710  -129.035600  -130.095110  3.890000  -0.240000  -1.420000
199.845000  0.665218  -1.977619  -2.055765  42.803710  -129.035600  -130.095110  3.890000  -0.240000  -1.420000
199.846000  0.665220  -1.977619  -2.055766  42.807600  -129.035840  -130.096530  3.890000  -0.240000  -1.420000
199.883000  0.667869  -1.977776  -2.056745  42.950790  -129.044350  -130.149440  3.870000  -0.230000  -1.430000
199.884000  0.667871  -1.977776  -2.056746  42.954660  -129.044580  -130.150870  3.870000  -0.230000  -1.430000
199.903000  0.668570  -1.977818  -2.057004  43.028190  -129.048950  -130.178040  3.870000  -0.230000  -1.430000
199.904000  0.668572  -1.977818  -2.057004  43.032060  -129.049180  -130.179470  3.870000  -0.230000  -1.430000
199.904000  0.668572  -1.977818  -2.057004  43.032060  -129.049180  -130.179470  3.870000  -0.230000  -1.430000
199.923000  0.669270  -1.977860  -2.057263  43.105590  -129.053550  -130.206640  3.870000  -0.230000  -1.430000
199.924000  0.669272  -1.977859  -2.057263  43.109580  -129.052550  -130.207990  3.990000  1.000000  -1.350000
199.963000  0.672162  -1.977129  -2.059134  43.257780  -129.015110  -130.303930  3.800000  0.960000  -2.460000
199.964000  0.672164  -1.977129  -2.059135  43.261580  -129.014150  -130.306390  3.800000  0.960000  -2.460000
199.965000  0.672166  -1.977128  -2.059136  43.265380  -129.013190  -130.308850  3.800000  0.960000  -2.460000
199.966000  0.672168  -1.977128  -2.059138  43.269180  -129.012230  -130.311310  3.800000  0.960000  -2.460000
199.966000  0.672168  -1.977128  -2.059138  43.269180  -129.012230  -130.311310  3.800000  0.960000  -2.460000
200.008000  0.675493  -1.976281  -2.061290  43.427520  -128.971910  -130.413790  3.770000  0.960000  -2.440000
200.009000  0.675495  -1.976280  -2.061291  43.431290  -128.970950  -130.416230  3.770000  0.960000  -2.440000
200.042000  0.677548  -1.975758  -2.062620  43.555700  -128.939270  -130.496750  3.770000  0.960000  -2.440000
200.043000  0.677550  -1.975757  -2.062621  43.559470  -128.938310  -130.499190  3.770000  0.960000  -2.440000
200.044000  0.677551  -1.975757  -2.062622  43.563240  -128.937350  -130.501630  3.770000  0.960000  -2.440000
200.044000  0.677551  -1.975757  -2.062622  43.563240  -128.937350  -130.501630  3.770000  0.960000  -2.440000
200.045000  0.677553  -1.975756  -2.062623  43.565980  -128.936600  -130.502980  2.740000  0.750000  -1.350000
200.080000  0.680180  -1.975432  -2.063878  43.716130  -128.918050  -130.574730  4.290000  0.530000  -2.050000
200.081000  0.680183  -1.975431  -2.063879  43.720420  -128.917520  -130.576780  4.290000  0.530000  -2.050000
200.081000  0.680183  -1.975431  -2.063879  43.720420  -128.917520  -130.576780  4.290000  0.530000  -2.050000
200.081000  0.680183  -1.975431  -2.063879  43.720420  -128.917520  -130.576780  4.290000  0.530000  -2.050000
200.082000  0.680185  -1.975431  -2.063880  43.724710  -128.916990  -130.578830  4.290000  0.530000  -2.050000
200.124000  0.683969  -1.974964  -2.065688  43.904890  -128.894730  -130.664930  4.290000  0.530000  -2.050000
200.126000  0.683977  -1.974963  -2.065693  43.913450  -128.893670  -130.669030  4.280000  0.530000  -2.050000
200.172000  0.688505  -1.974402  -2.067861  44.110330  -128.869290  -130.763330  4.280000  0.530000  -2.050000
200.173000  0.688507  -1.974402  -2.067863  44.114610  -128.868760  -130.765380  4.280000  0.530000  -2.050000
200.174000  0.688510  -1.974401  -2.067864  44.118890  -128.868230  -130.767430  4.280000  0.530000  -2.050000
200.174000  0.688510  -1.974401  -2.067864  44.118890  -128.868230  -130.767430  4.280000  0.530000  -2.050000
200.174000  0.688510  -1.974401  -2.067864  44.118890  -128.868230  -130.767430  3.730000  0.660000  -1.500000
200.199000  0.689522  -1.974323  -2.068429  44.199890  -128.861980  -130.812680  3.240000  0.250000  -1.810000
200.200000  0.689524  -1.974323  -2.068430  44.203130  -128.861730  -130.814490  3.240000  0.250000  -1.810000
200.201000  0.689525  -1.974323  -2.068431  44.206370  -128.861480  -130.816300  3.240000  0.250000  -1.810000
200.201000  0.689525  -1.974323  -2.068431  44.206370  -128.861480  -130.816300  3.240000  0.250000  -1.810000
200.201000  0.689525  -1.974323  -2.068431  44.206370  -128.861480  -130.816300  3.240000  0.250000  -1.810000
200.239000  0.691857  -1.974114  -2.069745  44.329110  -128.850460  -130.885460  3.230000  0.290000  -1.820000
200.241000  0.691864  -1.974113  -2.069749  44.335570  -128.849880  -130.889100  3.230000  0.290000  -1.820000
200.259000  0.692387  -1.974066  -2.070044  44.393710  -128.844660  -130.921860  3.230000  0.290000  -1.820000
200.260000  0.692389  -1.974066  -2.070044  44.396940  -128.844370  -130.923680  3.230000  0.290000  -1.820000
200.261000  0.692390  -1.974066  -2.070045  44.400170  -128.844080  -130.925500  3.230000  0.290000  -1.820000
200.278000  0.692750  -1.973885  -2.070281  44.442500  -128.822830  -130.953210  2.490000  1.250000  -1.630000
200.280000  0.692755  -1.973883  -2.070284  44.447480  -128.820330  -130.956470  2.490000  1.250000  -1.630000
200.321000  0.694848  -1.972832  -2.071654  44.549570  -128.769080  -131.023300  2.490000  1.250000  -1.630000
200.323000  0.694853  -1.972830  -2.071657  44.554550  -128.766580  -131.026560  2.490000  1.250000  -1.630000
200.323000  0.694853  -1.972830  -2.071657  44.554550  -128.766580  -131.026560  2.490000  1.250000  -1.630000
200.323000  0.694853  -1.972830  -2.071657  44.554550  -128.766580  -131.026560  2.490000  1.250000  -1.630000
200.324000  0.694854  -1.972829  -2.071658  44.556160  -128.765950  -131.028180  1.610000  0.630000  -1.620000
200.357000  0.695763  -1.972481  -2.072562  44.611270  -128.744830  -131.082960  1.670000  0.640000  -1.660000
200.358000  0.695764  -1.972480  -2.072563  44.612940  -128.744190  -131.084620  1.670000  0.640000  -1.660000
200.378000  0.696098  -1.972352  -2.072895  44.646340  -128.731390  -131.117820  1.670000  0.640000  -1.660000
200.380000  0.696101  -1.972351  -2.072898  44.649680  -128.730110  -131.121140  1.670000  0.640000  -1.660000
200.380000  0.696101  -1.972351  -2.072898  44.649680  -128.730110  -131.121140  1.670000  0.640000  -1.660000
200.397000  0.696464  -1.972276  -2.073080  44.692350  -128.721270  -131.142560  2.510000  0.520000  -1.260000
200.398000  0.696465  -1.972276  -2.073081  44.694860  -128.720750  -131.143820  2.510000  0.520000  -1.260000
200.436000  0.698277  -1.971900  -2.073991  44.790240  -128.700990  -131.191700  2.510000  0.520000  -1.260000
200.438000  0.698282  -1.971899  -2.073993  44.795260  -128.699950  -131.194220  2.510000  0.520000  -1.260000
200.439000  0.698284  -1.971899  -2.073994  44.797770  -128.699430  -131.195480  2.510000  0.520000  -1.260000
200.439000  0.698284  -1.971899  -2.073994  44.797770  -128.699430  -131.195480  2.510000  0.520000  -1.260000
200.440000  0.698285  -1.971899  -2.073995  44.799990  -128.699720  -131.196910  2.220000  -0.290000  -1.430000
200.476000  0.699723  -1.972087  -2.074921  44.879910  -128.710160  -131.248390  2.220000  -0.290000  -1.430000
200.477000  0.699724  -1.972087  -2.074922  44.882040  -128.710440  -131.249760  2.130000  -0.280000  -1.370000
200.496000  0.700109  -1.972138  -2.075169  44.922510  -128.715760  -131.275790  2.130000  -0.280000  -1.370000
200.498000  0.700113  -1.972138  -2.075172  44.926770  -128.716320  -131.278530  2.130000  -0.280000  -1.370000
200.498000  0.700113  -1.972138  -2.075172  44.926770  -128.716320  -131.278530  2.130000  -0.280000  -1.370000
200.516000  0.700719  -1.972174  -2.075407  44.994090  -128.720280  -131.304630  3.740000  -0.220000  -1.450000
200.518000  0.700727  -1.972174  -2.075410  45.001570  -128.720720  -131.307530  3.740000  -0.220000  -1.450000
200.556000  0.703427  -1.972333  -2.076457  45.143690  -128.729080  -131.362630  3.740000  -0.220000  -1.450000
200.558000  0.703434  -1.972334  -2.076459  45.151170  -128.729520  -131.365530  3.740000  -0.220000  -1.450000
200.559000  0.703436  -1.972334  -2.076460  45.154910  -128.729740  -131.366980  3.740000  -0.220000  -1.450000
200.559000  0.703436  -1.972334  -2.076460  45.154910  -128.729740  -131.366980  3.740000  -0.220000  -1.450000
200.560000  0.703438  -1.972334  -2.076461  45.157690  -128.729630  -131.367800  2.780000  0.110000  -0.820000
200.606000  0.706379  -1.972217  -2.077328  45.285570  -128.724570  -131.405520  2.780000  0.110000  -0.820000
200.607000  0.706380  -1.972217  -2.077329  45.288230  -128.724540  -131.406270  2.660000  0.030000  -0.750000
200.614000  0.706445  -1.972217  -2.077347  45.306850  -128.724330  -131.411520  2.660000  0.030000  -0.750000
200.615000  0.706447  -1.972217  -2.077347  45.309510  -128.724300  -131.412270  2.660000  0.030000  -0.750000
200.616000  0.706448  -1.972217  -2.077348  45.312170  -128.724270  -131.413020  2.660000  0.030000  -0.750000
200.634000  0.706790  -1.972220  -2.077505  45.350150  -128.724630  -131.430480  2.110000  -0.020000  -0.970000
200.635000  0.706791  -1.972220  -2.077505  45.352260  -128.724650  -131.431450  2.110000  -0.020000  -0.970000
200.673000  0.708314  -1.972234  -2.078206  45.432440  -128.725410  -131.468310  2.110000  -0.020000  -0.970000
200.674000  0.708315  -1.972234  -2.078206  45.434550  -128.725430  -131.469280  2.110000  -0.020000  -0.970000
200.674000  0.708315  -1.972234  -2.078206  45.434550  -128.725430  -131.469280  2.110000  -0.020000  -0.970000
200.675000  0.708316  -1.972234  -2.078207  45.436660  -128.725450  -131.470250  2.110000  -0.020000  -0.970000
200.675000  0.708316  -1.972234  -2.078207  45.436660  -128.725450  -131.470250  3.400000  0.450000  -0.170000
200.712000  0.710644  -1.971926  -2.078323  45.562460  -128.708800  -131.476540  3.400000  0.450000  -0.170000
200.714000  0.710650  -1.971926  -2.078323  45.568980  -128.708140  -131.476780  3.260000  0.330000  -0.120000
200.733000  0.711239  -1.971866  -2.078345  45.630920  -128.701870  -131.479060  3.260000  0.330000  -0.120000
200.734000  0.711240  -1.971866  -2.078345  45.634180  -128.701540  -131.479180  3.260000  0.330000  -0.120000
200.734000  0.711240  -1.971866  -2.078345  45.634180  -128.701540  -131.479180  3.260000  0.330000  -0.120000
200.752000  0.711768  -1.971812  -2.078364  45.692860  -128.695600  -131.481340  3.260000  0.330000  -0.120000
200.753000  0.711770  -1.971812  -2.078364  45.696950  -128.695180  -131.481430  4.090000  0.420000  -0.090000
200.792000  0.714881  -1.971493  -2.078433  45.856460  -128.678800  -131.484940  4.090000  0.420000  -0.090000
200.794000  0.714889  -1.971492  -2.078433  45.864640  -128.677960  -131.485120  4.090000  0.420000  -0.090000
200.794000  0.714889  -1.971492  -2.078433  45.864640  -128.677960  -131.485120  4.090000  0.420000  -0.090000
200.795000  0.714891  -1.971492  -2.078433  45.868730  -128.677540  -131.485210  4.090000  0.420000  -0.090000
200.796000  0.714893  -1.971492  -2.078434  45.872470  -128.677120  -131.487030  3.740000  0.420000  -1.820000
200.838000  0.718192  -1.971121  -2.080039  46.029550  -128.659480  -131.563470  3.740000  0.420000  -1.820000
200.839000  0.718193  -1.971121  -2.080040  46.033200  -128.659190  -131.565250  3.650000  0.290000  -1.780000
200.888000  0.722575  -1.970773  -2.082177  46.212050  -128.644980  -131.652470  3.650000  0.290000  -1.780000
200.889000  0.722577  -1.970773  -2.082178  46.215700  -128.644690  -131.654250  3.650000  0.290000  -1.780000
200.890000  0.722579  -1.970773  -2.082179  46.219350  -128.644400  -131.656030  3.650000  0.290000  -1.780000
200.890000  0.722579  -1.970773  -2.082179  46.219350  -128.644400  -131.656030  3.650000  0.290000  -1.780000
200.891000  0.722581  -1.970772  -2.082179  46.222740  -128.643250  -131.657230  3.390000  1.150000  -1.200000
200.910000  0.723118  -1.970696  -2.082167  46.279360  -128.635270  -131.655900  2.980000  0.420000  0.070000
200.911000  0.723120  -1.970696  -2.082167  46.282340  -128.634850  -131.655830  2.980000  0.420000  0.070000
200.912000  0.723121  -1.970696  -2.082167  46.285320  -128.634430  -131.655760  2.980000  0.420000  0.070000
200.912000  0.723121  -1.970696  -2.082167  46.285320  -128.634430  -131.655760  2.980000  0.420000  0.070000
200.912000  0.723121  -1.970696  -2.082167  46.285320  -128.634430  -131.655760  2.980000  0.420000  0.070000
200.950000  0.725273  -1.970392  -2.082116  46.398560  -128.618470  -131.653100  2.980000  0.420000  0.070000
200.952000  0.725279  -1.970392  -2.082116  46.404540  -128.617950  -131.653040  2.990000  0.260000  0.030000
200.972000  0.725877  -1.970340  -2.082110  46.464340  -128.612750  -131.652440  2.990000  0.260000  0.030000
200.973000  0.725879  -1.970340  -2.082110  46.467330  -128.612490  -131.652410  2.990000  0.260000  0.030000
200.974000  0.725880  -1.970340  -2.082110  46.470320  -128.612230  -131.652380  2.990000  0.260000  0.030000
201.017000  0.728644  -1.970099  -2.082082  46.598890  -128.601050  -131.651090  2.990000  0.260000  0.030000
201.018000  0.728645  -1.970099  -2.082083  46.600640  -128.599720  -131.651940  1.750000  1.330000  -0.850000
201.029000  0.728751  -1.970018  -2.082134  46.619890  -128.585090  -131.661290  1.750000  1.330000  -0.850000
201.030000  0.728752  -1.970018  -2.082135  46.621640  -128.583760  -131.662140  1.750000  1.330000  -0.850000
201.030000  0.728752  -1.970018  -2.082135  46.621640  -128.583760  -131.662140  1.750000  1.330000  -0.850000
201.030000  0.728752  -1.970018  -2.082135  46.621640  -128.583760  -131.662140  1.750000  1.330000  -0.850000
201.031000  0.728753  -1.970017  -2.082135  46.623800  -128.582960  -131.663380  2.160000  0.800000  -1.240000
201.068000  0.730231  -1.969470  -2.082984  46.703720  -128.553360  -131.709260  2.160000  0.800000  -1.240000
201.069000  0.730233  -1.969469  -2.082985  46.705820  -128.552660  -131.710470  2.100000  0.700000  -1.210000
201.088000  0.730612  -1.969343  -2.083203  46.745720  -128.539360  -131.733460  2.100000  0.700000  -1.210000
201.089000  0.730613  -1.969342  -2.083204  46.747820  -128.538660  -131.734670  2.100000  0.700000  -1.210000
201.090000  0.730614  -1.969342  -2.083204  46.749920  -128.537960  -131.735880  2.100000  0.700000  -1.210000
201.107000  0.731044  -1.969244  -2.083278  46.800580  -128.526400  -131.744550  2.980000  0.680000  -0.510000
201.109000  0.731050  -1.969243  -2.083279  46.806540  -128.525040  -131.745570  2.980000  0.680000  -0.510000
201.146000  0.733090  -1.968777  -2.083628  46.916800  -128.499880  -131.764440  2.980000  0.680000  -0.510000
201.147000  0.733092  -1.968777  -2.083628  46.919780  -128.499200  -131.764950  2.980000  0.680000  -0.510000
201.147000  0.733092  -1.968777  -2.083628  46.919780  -128.499200  -131.764950  2.980000  0.680000  -0.510000
201.147000  0.733092  -1.968777  -2.083628  46.919780  -128.499200  -131.764950  2.980000  0.680000  -0.510000
201.148000  0.733093  -1.968777  -2.083629  46.923160  -128.499080  -131.766390  3.380000  0.120000  -1.440000
201.187000  0.735534  -1.968761  -2.084678  47.048350  -128.498300  -131.820210  3.210000  0.020000  -1.380000
201.188000  0.735536  -1.968761  -2.084679  47.051560  -128.498280  -131.821590  3.210000  0.020000  -1.380000
201.208000  0.736178  -1.968757  -2.084955  47.115760  -128.497880  -131.849190  3.210000  0.020000  -1.380000
201.209000  0.736180  -1.968757  -2.084956  47.118970  -128.497860  -131.850570  3.210000  0.020000  -1.380000
201.209000  0.736180  -1.968757  -2.084956  47.118970  -128.497860  -131.850570  3.210000  0.020000  -1.380000
201.226000  0.736644  -1.968755  -2.085155  47.173540  -128.497520  -131.874030  3.210000  0.020000  -1.380000
201.227000  0.736644  -1.968754  -2.085156  47.175470  -128.497200  -131.876110  1.930000  0.320000  -2.080000
201.266000  0.738424  -1.969735  -2.085080  47.266730  -128.547510  -131.872210  2.340000  -1.290000  0.100000
201.267000  0.738425  -1.969736  -2.085080  47.269070  -128.548800  -131.872110  2.340000  -1.290000  0.100000
201.268000  0.738426  -1.969737  -2.085080  47.271410  -128.550090  -131.872010  2.340000  -1.290000  0.100000
201.269000  0.738428  -1.969737  -2.085080  47.273750  -128.551380  -131.871910  2.340000  -1.290000  0.100000
201.270000  0.738429  -1.969738  -2.085080  47.276090  -128.552670  -131.871810  2.340000  -1.290000  0.100000
201.305000  0.739844  -1.970424  -2.085013  47.356940  -128.591870  -131.867960  2.310000  -1.120000  0.110000
201.306000  0.739845  -1.970425  -2.085013  47.359250  -128.592990  -131.867850  2.310000  -1.120000  0.110000
201.326000  0.740307  -1.970649  -2.084991  47.405450  -128.615390  -131.865650  2.310000  -1.120000  0.110000
201.327000  0.740308  -1.970649  -2.084991  47.407760  -128.616510  -131.865540  2.310000  -1.120000  0.110000
201.327000  0.740308  -1.970649  -2.084991  47.407760  -128.616510  -131.865540  2.310000  -1.120000  0.110000
201.345000  0.740698  -1.971015  -2.084929  47.451140  -128.657190  -131.858700  2.410000  -2.260000  0.380000
201.346000  0.740700  -1.971016  -2.084929  47.453550  -128.659450  -131.858320  2.410000  -2.260000  0.380000
201.387000  0.742725  -1.972916  -2.084609  47.552360  -128.752110  -131.842740  2.410000  -2.260000  0.380000
201.389000  0.742730  -1.972920  -2.084609  47.557180  -128.756630  -131.841980  2.410000  -2.260000  0.380000
201.390000  0.742731  -1.972922  -2.084608  47.559590  -128.758890  -131.841600  2.410000  -2.260000  0.380000
201.390000  0.742731  -1.972922  -2.084608  47.559590  -128.758890  -131.841600  2.410000  -2.260000  0.380000
201.391000  0.742732  -1.972923  -2.084609  47.561950  -128.760850  -131.843300  2.360000  -1.960000  -1.700000
201.423000  0.743941  -1.973926  -2.085480  47.637470  -128.823570  -131.897700  2.360000  -1.960000  -1.700000
201.425000  0.743945  -1.973930  -2.085483  47.642050  -128.827290  -131.901000  2.290000  -1.860000  -1.650000
201.443000  0.744316  -1.974231  -2.085750  47.683270  -128.860770  -131.930700  2.290000  -1.860000  -1.650000
201.444000  0.744317  -1.974232  -2.085751  47.685560  -128.862630  -131.932350  2.290000  -1.860000  -1.650000
201.444000  0.744317  -1.974232  -2.085751  47.685560  -128.862630  -131.932350  2.290000  -1.860000  -1.650000
201.463000  0.744731  -1.974568  -2.086049  47.729070  -128.897970  -131.963700  2.290000  -1.860000  -1.650000
201.464000  0.744732  -1.974569  -2.086049  47.730970  -128.900500  -131.963610  1.900000  -2.530000  0.090000
201.503000  0.745842  -1.977101  -2.086072  47.787910  -129.030370  -131.964780  1.460000  -3.330000  -0.030000
201.504000  0.745843  -1.977103  -2.086072  47.789370  -129.033700  -131.964810  1.460000  -3.330000  -0.030000
201.505000  0.745843  -1.977105  -2.086072  47.790830  -129.037030  -131.964840  1.460000  -3.330000  -0.030000
201.506000  0.745844  -1.977106  -2.086072  47.792290  -129.040360  -131.964870  1.460000  -3.330000  -0.030000
201.507000  0.745845  -1.977108  -2.086072  47.793750  -129.043690  -131.964900  1.460000  -3.330000  -0.030000
201.553000  0.747379  -1.980430  -2.086104  47.860450  -129.188130  -131.966280  1.450000  -3.140000  -0.030000
201.555000  0.747382  -1.980437  -2.086104  47.863350  -129.194410  -131.966340  1.450000  -3.140000  -0.030000
201.596000  0.748601  -1.983076  -2.086129  47.922800  -129.323150  -131.967570  1.450000  -3.140000  -0.030000
201.597000  0.748601  -1.983077  -2.086129  47.924250  -129.326290  -131.967600  1.450000  -3.140000  -0.030000
201.597000  0.748601  -1.983077  -2.086129  47.924250  -129.326290  -131.967600  1.450000  -3.140000  -0.030000
201.598000  0.748602  -1.983079  -2.086129  47.925380  -129.328860  -131.967650  1.130000  -2.570000  -0.050000
201.598000  0.748602  -1.983079  -2.086129  47.925380  -129.328860  -131.967650  1.130000  -2.570000  -0.050000
201.621000  0.748901  -1.983758  -2.086142  47.951370  -129.387970  -131.968800  1.130000  -2.570000  -0.050000
201.624000  0.748906  -1.983770  -2.086142  47.954760  -129.395680  -131.968950  1.130000  -2.570000  -0.050000
201.624000  0.748906  -1.983770  -2.086142  47.954760  -129.395680  -131.968950  1.130000  -2.570000  -0.050000
201.624000  0.748906  -1.983770  -2.086142  47.954760  -129.395680  -131.968950  1.130000  -2.570000  -0.050000
201.625000  0.748907  -1.983771  -2.086142  47.956050  -129.398190  -131.968310  1.290000  -2.510000  0.640000
201.671000  0.750271  -1.986427  -2.085465  48.015390  -129.513650  -131.938870  1.290000  -2.510000  0.640000
201.673000  0.750274  -1.986432  -2.085464  48.017870  -129.518650  -131.937590  1.240000  -2.500000  0.640000
201.681000  0.750314  -1.986512  -2.085443  48.027790  -129.538650  -131.932470  1.240000  -2.500000  0.640000
201.682000  0.750314  -1.986513  -2.085443  48.029030  -129.541150  -131.931830  1.240000  -2.500000  0.640000
201.683000  0.750315  -1.986514  -2.085442  48.030270  -129.543650  -131.931190  1.240000  -2.500000  0.640000
201.724000  0.751357  -1.988615  -2.084905  48.081110  -129.646150  -131.904950  1.240000  -2.500000  0.640000
201.725000  0.751358  -1.988616  -2.084904  48.082190  -129.648150  -131.904760  1.080000  -2.000000  0.190000
201.740000  0.751462  -1.988879  -2.084937  48.096140  -129.683100  -131.909110  0.930000  -2.330000  -0.290000
201.741000  0.751463  -1.988880  -2.084937  48.097070  -129.685430  -131.909400  0.930000  -2.330000  -0.290000
201.741000  0.751463  -1.988880  -2.084937  48.097070  -129.685430  -131.909400  0.930000  -2.330000  -0.290000
201.741000  0.751463  -1.988880  -2.084937  48.097070  -129.685430  -131.909400  0.930000  -2.330000  -0.290000
201.742000  0.751463  -1.988881  -2.084937  48.098000  -129.687760  -131.909690  0.930000  -2.330000  -0.290000
201.779000  0.752093  -1.990407  -2.085129  48.132040  -129.770270  -131.920050  0.920000  -2.230000  -0.280000
201.780000  0.752093  -1.990408  -2.085129  48.132960  -129.772500  -131.920330  0.920000  -2.230000  -0.280000
201.800000  0.752277  -1.990854  -2.085185  48.151360  -129.817100  -131.925930  0.920000  -2.230000  -0.280000
201.802000  0.752279  -1.990859  -2.085186  48.153200  -129.821560  -131.926490  0.920000  -2.230000  -0.280000
201.802000  0.752279  -1.990859  -2.085186  48.153200  -129.821560  -131.926490  0.920000  -2.230000  -0.280000
201.846000  0.753170  -1.993018  -2.085457  48.193680  -129.919680  -131.938810  0.920000  -2.230000  -0.280000
201.847000  0.753170  -1.993019  -2.085457  48.195320  -129.921710  -131.939320  1.640000  -2.030000  -0.510000
201.859000  0.753289  -1.993165  -2.085494  48.215000  -129.946070  -131.945440  1.640000  -2.030000  -0.510000
